Category,x,y,z
2021-12-15 18:53:41,"0,16866","0,11928","0,13678"
2021-12-15 18:53:44,"0,166","0,10024","0,16356"
2021-12-15 18:53:46,"0,16938","0,13427","0,19432"
2021-12-15 18:53:48,"0,14473","0,11717","0,17542"
2021-12-15 18:53:51,"0,18874","0,11869","0,17619"
2021-12-15 18:53:53,"0,19459","0,09745","0,13094"
2021-12-15 18:53:55,"0,15301","0,12516","0,20245"
2021-12-15 18:53:57,"0,16531","0,09429","0,15232"
2021-12-15 18:53:59,"0,16009","0,11392","0,16814"
2021-12-15 18:54:01,"0,14925","0,12783","0,18044"
2021-12-15 18:54:04,"0,16073","0,2022","0,16549"
2021-12-15 18:54:06,"0,14966","0,10186","0,2003"
2021-12-15 18:54:08,"0,17515","0,11646","0,19663"
2021-12-15 18:54:10,"0,18028","0,14818","0,16048"
2021-12-15 18:54:12,"0,13346","0,14155","0,17681"
2021-12-15 18:54:15,"0,1401","0,12303","0,20882"
2021-12-15 18:54:17,"0,13675","0,13049","0,15231"
2021-12-15 18:54:19,"0,16461","0,12362","0,15455"
2021-12-15 18:54:21,"0,15563","0,12677","0,15969"
2021-12-15 18:54:23,"0,158","0,12319","0,1781"
2021-12-15 18:54:26,"0,13073","0,10283","0,2049"
2021-12-15 18:54:28,"0,14282","0,13012","0,21474"
2021-12-15 18:54:30,"0,15997","0,11669","0,17738"
2021-12-15 18:54:32,"0,14072","0,1099","0,20496"
2021-12-15 18:54:35,"0,16878","0,14687","0,18105"
2021-12-15 18:54:37,"0,13683","0,12576","0,16935"
2021-12-15 18:54:39,"0,1623","0,12973","0,14478"
2021-12-15 18:54:41,"0,20068","0,11103","0,16852"
2021-12-15 18:54:44,"0,16674","0,10731","0,19394"
2021-12-15 18:54:46,"0,17299","0,09757","0,14964"
2021-12-15 18:54:48,"0,167","0,1189","0,18403"
2021-12-15 18:54:50,"0,143","0,12358","0,15338"
2021-12-15 18:54:53,"0,14999","0,10789","0,2034"
2021-12-15 18:54:55,"0,14801","0,12895","0,14255"
2021-12-15 18:54:57,"0,15081","0,10585","0,16077"
2021-12-15 18:54:59,"0,18927","0,10785","0,13338"
2021-12-15 18:55:02,"0,17945","0,12465","0,1694"
2021-12-15 18:55:04,"0,16241","0,11545","0,14683"
2021-12-15 18:55:06,"0,16138","0,12587","0,16564"
2021-12-15 18:55:08,"0,15829","0,1207","0,16084"
2021-12-15 18:55:11,"0,14504","0,11037","0,19524"
2021-12-15 18:55:13,"0,16103","0,14088","0,1685"
2021-12-15 18:55:15,"0,15284","0,12332","0,16119"
2021-12-15 18:55:18,"0,15127","0,14675","0,13183"
2021-12-15 18:55:20,"0,15594","0,14561","0,15609"
2021-12-15 18:55:22,"0,16689","0,11211","0,14723"
2021-12-15 18:55:24,"0,12703","0,1071","0,14965"
2021-12-15 18:55:26,"0,15684","0,12371","0,19061"
2021-12-15 18:55:29,"0,16854","0,11812","0,15686"
2021-12-15 18:55:31,"0,15359","0,12112","0,17282"
2021-12-15 18:55:33,"0,14297","0,12812","0,18954"
2021-12-15 18:55:35,"0,12403","0,09525","0,2231"
2021-12-15 18:55:38,"0,17839","0,11538","0,1608"
2021-12-15 18:55:40,"0,14555","0,136","0,15654"
2021-12-15 18:55:42,"0,1409","0,10429","0,20065"
2021-12-15 18:55:44,"0,16179","0,12028","0,15309"
2021-12-15 18:55:47,"0,12852","0,14671","0,13965"
2021-12-15 18:55:49,"0,15046","0,13398","0,18001"
2021-12-15 18:55:52,"0,13706","0,10109","0,17601"
2021-12-15 18:55:54,"0,12299","0,10242","0,18058"
2021-12-15 18:55:56,"0,1435","0,10734","0,15472"
2021-12-15 18:55:59,"0,13104","0,11541","0,16645"
2021-12-15 18:56:01,"0,13182","0,10123","0,12786"
2021-12-15 18:56:03,"0,14638","0,12275","0,11539"
2021-12-15 18:56:05,"0,1005","0,1075","0,13231"
2021-12-15 18:56:07,"0,1124","0,1235","0,17481"
2021-12-15 18:56:10,"0,16648","0,10089","0,16541"
2021-12-15 18:56:12,"0,13178","0,10595","0,17633"
2021-12-15 18:56:14,"0,10451","0,10553","0,18252"
2021-12-15 18:56:16,"0,11678","0,12549","0,17766"
2021-12-15 18:56:18,"0,1568","0,12811","0,18347"
2021-12-15 18:56:21,"0,11433","0,12204","0,17294"
2021-12-15 18:56:23,"0,12853","0,11851","0,19067"
2021-12-15 18:56:25,"0,09729","0,12441","0,23929"
2021-12-15 18:56:27,"0,14438","0,10132","0,13989"
2021-12-15 18:56:29,"0,13907","0,15643","0,23605"
